subjID	gain	loss	choice
120	0.0	-1.0	2
120	0.0	-1.0	1
120	0.0	-1.0	2
120	0.0	-1.0	3
120	0.0	-1.0	1
104	0.0	-1.0	1
104	0.0	-1.0	2
104	1.0	0.0	3
104	0.0	-1.0	1
104	1.0	0.0	3
104	0.0	-1.0	3
104	1.0	0.0	1
104	1.0	0.0	2
104	0.0	-1.0	2
104	1.0	0.0	1
104	1.0	0.0	1
104	0.0	-1.0	1
104	0.0	-1.0	3
104	0.0	-1.0	2
104	0.0	-1.0	2
104	0.0	-1.0	3
104	0.0	-1.0	2
104	1.0	0.0	1
104	1.0	0.0	1
104	0.0	-1.0	3
104	0.0	-1.0	1
104	1.0	0.0	2
104	0.0	-1.0	2
104	0.0	-1.0	3
104	0.0	-1.0	1
104	0.0	-1.0	1
104	0.0	-1.0	2
104	0.0	-1.0	3
104	1.0	0.0	3
104	0.0	-1.0	3
104	0.0	-1.0	3
104	0.0	-1.0	3
104	0.0	-1.0	3
104	0.0	-1.0	3
104	1.0	0.0	3
104	0.0	-1.0	3
104	0.0	-1.0	1
104	1.0	0.0	2
104	1.0	0.0	2
104	1.0	0.0	2
104	0.0	-1.0	2
104	1.0	0.0	2
104	0.0	-1.0	2
104	0.0	-1.0	2
104	1.0	0.0	3
104	0.0	-1.0	3
104	1.0	0.0	1
104	1.0	0.0	1
104	0.0	-1.0	1
104	0.0	-1.0	2
114	0.0	-1.0	2
114	0.0	-1.0	1
114	1.0	0.0	3
114	1.0	0.0	3
114	1.0	0.0	3
114	0.0	-1.0	3
114	0.0	-1.0	1
114	1.0	0.0	2
114	1.0	0.0	2
114	0.0	-1.0	2
114	0.0	-1.0	1
114	0.0	-1.0	3
114	1.0	0.0	2
114	1.0	0.0	2
114	1.0	0.0	2
114	0.0	-1.0	2
114	1.0	0.0	2
114	0.0	-1.0	2
114	1.0	0.0	1
114	1.0	0.0	1
114	1.0	0.0	1
114	1.0	0.0	1
114	1.0	0.0	1
114	1.0	0.0	2
114	0.0	-1.0	2
114	1.0	0.0	2
114	1.0	0.0	2
114	0.0	-1.0	2
114	0.0	-1.0	3
114	0.0	-1.0	3
114	0.0	-1.0	1
114	0.0	-1.0	1
114	0.0	-1.0	2
114	1.0	0.0	2
114	0.0	-1.0	2
114	0.0	-1.0	2
114	0.0	-1.0	2
114	0.0	-1.0	2
114	0.0	-1.0	2
114	1.0	0.0	2
114	0.0	-1.0	2
130	0.0	-1.0	1
130	0.0	-1.0	1
130	0.0	-1.0	1
130	0.0	-1.0	1
130	0.0	-1.0	1
130	0.0	-1.0	2
130	1.0	0.0	2
130	0.0	-1.0	2
130	0.0	-1.0	2
130	0.0	-1.0	2
130	1.0	0.0	1
130	1.0	0.0	1
130	1.0	0.0	1
130	0.0	-1.0	1
130	1.0	0.0	1
130	0.0	-1.0	2
130	0.0	-1.0	3
130	0.0	-1.0	3
130	0.0	-1.0	3
130	0.0	-1.0	3
130	0.0	-1.0	2
130	0.0	-1.0	2
130	1.0	0.0	1
130	1.0	0.0	1
130	1.0	0.0	1
130	0.0	-1.0	1
130	0.0	-1.0	1
130	0.0	-1.0	1
130	0.0	-1.0	1
130	0.0	-1.0	1
130	0.0	-1.0	1
130	0.0	-1.0	1
130	1.0	0.0	3
130	1.0	0.0	1
130	0.0	-1.0	2
130	1.0	0.0	2
130	1.0	0.0	2
130	0.0	-1.0	2
130	1.0	0.0	3
130	0.0	-1.0	3
130	1.0	0.0	3
130	0.0	-1.0	3
130	0.0	-1.0	3
125	0.0	-1.0	1
125	1.0	0.0	1
125	0.0	-1.0	1
125	0.0	-1.0	1
125	0.0	-1.0	1
125	0.0	-1.0	1
125	0.0	-1.0	1
125	0.0	-1.0	1
125	0.0	-1.0	2
125	1.0	0.0	2
125	0.0	-1.0	2
125	0.0	-1.0	2
125	0.0	-1.0	2
125	1.0	0.0	3
125	1.0	0.0	3
125	0.0	-1.0	3
125	1.0	0.0	3
125	1.0	0.0	3
125	0.0	-1.0	1
125	0.0	-1.0	1
125	1.0	0.0	2
125	1.0	0.0	2
125	1.0	0.0	2
125	1.0	0.0	2
125	0.0	-1.0	2
125	1.0	0.0	2
125	1.0	0.0	2
125	1.0	0.0	2
125	0.0	-1.0	2
125	0.0	-1.0	2
125	0.0	-1.0	2
125	0.0	-1.0	2
125	0.0	-1.0	2
125	1.0	0.0	1
125	1.0	0.0	1
125	1.0	0.0	1
125	0.0	-1.0	1
125	0.0	-1.0	1
125	0.0	-1.0	3
125	0.0	-1.0	1
125	0.0	-1.0	1
125	1.0	0.0	1
125	1.0	0.0	1
125	0.0	-1.0	1
125	0.0	-1.0	1
125	0.0	-1.0	1
125	0.0	-1.0	1
125	0.0	-1.0	2
103	1.0	0.0	2
103	0.0	-1.0	2
103	0.0	-1.0	2
103	0.0	-1.0	2
103	1.0	0.0	3
103	0.0	-1.0	3
103	0.0	-1.0	3
103	0.0	-1.0	3
103	0.0	-1.0	3
103	0.0	-1.0	1
103	0.0	-1.0	1
103	0.0	-1.0	1
103	0.0	-1.0	1
103	0.0	-1.0	1
103	0.0	-1.0	2
103	1.0	0.0	2
103	0.0	-1.0	2
103	0.0	-1.0	2
103	0.0	-1.0	2
103	0.0	-1.0	2
103	0.0	-1.0	2
103	1.0	0.0	3
103	1.0	0.0	3
103	0.0	-1.0	3
103	0.0	-1.0	3
103	0.0	-1.0	3
103	1.0	0.0	3
103	0.0	-1.0	3
103	1.0	0.0	3
103	1.0	0.0	3
103	1.0	0.0	3
103	1.0	0.0	3
103	0.0	-1.0	3
103	0.0	-1.0	3
103	0.0	-1.0	3
103	1.0	0.0	2
103	1.0	0.0	2
103	0.0	-1.0	2
103	1.0	0.0	2
128	0.0	-1.0	2
128	1.0	0.0	1
128	1.0	0.0	1
128	1.0	0.0	1
128	0.0	-1.0	1
128	0.0	-1.0	1
128	1.0	0.0	1
128	1.0	0.0	1
128	1.0	0.0	1
128	1.0	0.0	1
128	0.0	-1.0	1
128	0.0	-1.0	1
128	0.0	-1.0	1
128	0.0	-1.0	1
128	0.0	-1.0	1
128	0.0	-1.0	1
128	1.0	0.0	3
128	0.0	-1.0	3
128	0.0	-1.0	3
128	0.0	-1.0	3
128	0.0	-1.0	1
128	1.0	0.0	2
128	1.0	0.0	2
128	0.0	-1.0	2
128	0.0	-1.0	1
128	0.0	-1.0	1
128	0.0	-1.0	1
128	0.0	-1.0	1
128	0.0	-1.0	2
128	1.0	0.0	3
128	0.0	-1.0	3
128	1.0	0.0	2
128	1.0	0.0	2
128	0.0	-1.0	2
128	1.0	0.0	1
128	0.0	-1.0	1
128	0.0	-1.0	3
128	0.0	-1.0	2
128	0.0	-1.0	1
128	0.0	-1.0	1
128	1.0	0.0	2
128	1.0	0.0	2
123	0.0	-1.0	1
123	1.0	0.0	3
123	0.0	-1.0	3
123	0.0	-1.0	3
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	2
123	0.0	-1.0	1
123	0.0	-1.0	1
123	1.0	0.0	1
123	1.0	0.0	1
123	1.0	0.0	1
123	1.0	0.0	1
123	0.0	-1.0	3
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	2
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	2
123	0.0	-1.0	1
123	0.0	-1.0	1
123	1.0	0.0	2
123	0.0	-1.0	2
123	1.0	0.0	2
123	1.0	0.0	2
123	1.0	0.0	2
123	1.0	0.0	3
123	0.0	-1.0	3
123	0.0	-1.0	3
123	1.0	0.0	3
123	1.0	0.0	3
123	1.0	0.0	1
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	1
123	0.0	-1.0	1
127	0.0	-1.0	1
127	1.0	0.0	1
127	1.0	0.0	1
127	1.0	0.0	1
127	1.0	0.0	1
127	0.0	-1.0	1
127	1.0	0.0	1
127	0.0	-1.0	1
127	1.0	0.0	1
127	0.0	-1.0	2
127	0.0	-1.0	3
127	0.0	-1.0	3
127	1.0	0.0	3
127	1.0	0.0	3
127	0.0	-1.0	3
127	0.0	-1.0	2
127	0.0	-1.0	2
127	1.0	0.0	2
127	0.0	-1.0	1
127	0.0	-1.0	2
127	0.0	-1.0	2
127	1.0	0.0	2
127	0.0	-1.0	2
127	1.0	0.0	2
127	0.0	-1.0	2
127	0.0	-1.0	3
127	0.0	-1.0	1
127	1.0	0.0	2
127	0.0	-1.0	2
127	1.0	0.0	2
127	1.0	0.0	2
127	0.0	-1.0	2
127	0.0	-1.0	3
127	0.0	-1.0	3
127	0.0	-1.0	3
127	1.0	0.0	3
127	0.0	-1.0	3
119	0.0	-1.0	2
119	0.0	-1.0	3
119	0.0	-1.0	1
119	1.0	0.0	3
119	0.0	-1.0	3
119	1.0	0.0	2
119	0.0	-1.0	2
119	0.0	-1.0	3
119	0.0	-1.0	1
119	0.0	-1.0	3
119	0.0	-1.0	2
119	0.0	-1.0	3
119	0.0	-1.0	1
119	1.0	0.0	3
119	1.0	0.0	3
119	0.0	-1.0	3
119	0.0	-1.0	3
119	0.0	-1.0	1
119	0.0	-1.0	2
119	1.0	0.0	2
119	0.0	-1.0	2
119	0.0	-1.0	2
119	0.0	-1.0	3
119	0.0	-1.0	1
119	0.0	-1.0	2
119	0.0	-1.0	2
119	0.0	-1.0	2
119	0.0	-1.0	2
119	1.0	0.0	3
119	0.0	-1.0	3
119	1.0	0.0	3
119	0.0	-1.0	3
119	0.0	-1.0	3
119	0.0	-1.0	2
119	1.0	0.0	3
116	0.0	-1.0	2
116	0.0	-1.0	3
116	0.0	-1.0	1
116	0.0	-1.0	2
116	0.0	-1.0	2
116	0.0	-1.0	3
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	2
116	0.0	-1.0	3
116	1.0	0.0	1
116	1.0	0.0	1
116	0.0	-1.0	1
116	1.0	0.0	1
116	1.0	0.0	1
116	1.0	0.0	1
116	1.0	0.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	1.0	0.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	1.0	0.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	1
116	0.0	-1.0	3
116	0.0	-1.0	3
116	1.0	0.0	3
116	0.0	-1.0	1
116	0.0	-1.0	2
116	1.0	0.0	3
116	0.0	-1.0	3
116	0.0	-1.0	3
126	1.0	0.0	1
126	1.0	0.0	1
126	0.0	-1.0	1
126	1.0	0.0	1
126	1.0	0.0	1
126	0.0	-1.0	2
126	0.0	-1.0	2
126	0.0	-1.0	2
126	1.0	0.0	1
126	0.0	-1.0	1
126	0.0	-1.0	1
126	0.0	-1.0	1
126	0.0	-1.0	1
126	0.0	-1.0	3
126	0.0	-1.0	3
126	0.0	-1.0	1
126	0.0	-1.0	1
126	1.0	0.0	2
126	0.0	-1.0	2
126	1.0	0.0	2
126	1.0	0.0	2
126	0.0	-1.0	2
126	0.0	-1.0	2
126	1.0	0.0	2
126	0.0	-1.0	2
126	1.0	0.0	2
126	0.0	-1.0	2
126	0.0	-1.0	2
126	0.0	-1.0	2
126	0.0	-1.0	2
126	0.0	-1.0	3
126	0.0	-1.0	3
126	1.0	0.0	3
126	0.0	-1.0	3
126	0.0	-1.0	3
126	0.0	-1.0	1
126	0.0	-1.0	1
126	0.0	-1.0	1
126	0.0	-1.0	1
126	1.0	0.0	2
126	0.0	-1.0	1
126	0.0	-1.0	1
126	0.0	-1.0	2
126	0.0	-1.0	2
126	1.0	0.0	2
126	1.0	0.0	3
126	0.0	-1.0	3
126	1.0	0.0	3
126	0.0	-1.0	3
126	0.0	-1.0	3
131	0.0	-1.0	1
131	1.0	0.0	2
131	1.0	0.0	2
131	0.0	-1.0	3
131	1.0	0.0	2
131	1.0	0.0	2
131	1.0	0.0	2
131	0.0	-1.0	2
131	0.0	-1.0	2
131	1.0	0.0	2
131	0.0	-1.0	2
131	1.0	0.0	3
131	0.0	-1.0	3
131	1.0	0.0	2
131	0.0	-1.0	2
131	0.0	-1.0	2
131	0.0	-1.0	1
131	1.0	0.0	3
131	0.0	-1.0	2
131	0.0	-1.0	3
131	0.0	-1.0	1
131	0.0	-1.0	3
131	0.0	-1.0	2
131	1.0	0.0	2
131	1.0	0.0	3
131	0.0	-1.0	2
131	1.0	0.0	3
131	0.0	-1.0	2
131	0.0	-1.0	3
131	0.0	-1.0	3
131	1.0	0.0	1
131	1.0	0.0	1
131	1.0	0.0	1
131	1.0	0.0	1
131	1.0	0.0	1
131	0.0	-1.0	2
131	0.0	-1.0	1
131	1.0	0.0	2
131	0.0	-1.0	2
131	0.0	-1.0	2
131	0.0	-1.0	1
131	1.0	0.0	2
131	0.0	-1.0	3
131	1.0	0.0	2
131	1.0	0.0	2
131	1.0	0.0	2
131	0.0	-1.0	2
124	0.0	-1.0	1
124	0.0	-1.0	3
124	1.0	0.0	3
124	0.0	-1.0	1
124	0.0	-1.0	1
124	1.0	0.0	1
124	0.0	-1.0	1
124	0.0	-1.0	1
124	0.0	-1.0	1
124	1.0	0.0	1
124	0.0	-1.0	1
124	1.0	0.0	1
124	1.0	0.0	1
124	0.0	-1.0	1
124	1.0	0.0	1
124	1.0	0.0	1
124	1.0	0.0	1
124	0.0	-1.0	1
124	0.0	-1.0	1
124	0.0	-1.0	1
124	1.0	0.0	1
124	0.0	-1.0	1
124	0.0	-1.0	3
124	0.0	-1.0	2
124	0.0	-1.0	1
124	1.0	0.0	3
124	0.0	-1.0	1
124	1.0	0.0	2
124	0.0	-1.0	3
124	0.0	-1.0	2
124	0.0	-1.0	1
124	1.0	0.0	3
124	1.0	0.0	2
124	0.0	-1.0	1
124	0.0	-1.0	1
124	0.0	-1.0	1
124	0.0	-1.0	1
129	0.0	-1.0	1
129	0.0	-1.0	1
129	0.0	-1.0	1
129	0.0	-1.0	2
129	1.0	0.0	2
129	0.0	-1.0	2
129	1.0	0.0	2
129	1.0	0.0	2
129	1.0	0.0	2
129	1.0	0.0	2
129	0.0	-1.0	2
129	0.0	-1.0	2
129	0.0	-1.0	3
129	1.0	0.0	3
129	0.0	-1.0	3
129	1.0	0.0	3
129	1.0	0.0	3
129	1.0	0.0	3
129	0.0	-1.0	3
129	0.0	-1.0	3
129	1.0	0.0	1
129	1.0	0.0	1
129	1.0	0.0	1
129	0.0	-1.0	1
129	1.0	0.0	1
129	1.0	0.0	2
129	0.0	-1.0	2
129	0.0	-1.0	2
129	0.0	-1.0	2
129	0.0	-1.0	3
129	0.0	-1.0	2
129	0.0	-1.0	3
129	1.0	0.0	3
129	1.0	0.0	3
129	1.0	0.0	3
129	1.0	0.0	3
129	0.0	-1.0	3
129	0.0	-1.0	3
129	0.0	-1.0	3
129	0.0	-1.0	1
129	0.0	-1.0	1
129	1.0	0.0	1
129	1.0	0.0	1
129	1.0	0.0	1
129	0.0	-1.0	1
129	0.0	-1.0	2
129	1.0	0.0	2
129	0.0	-1.0	2
129	1.0	0.0	2
129	0.0	-1.0	2
106	1.0	0.0	3
106	0.0	-1.0	3
106	0.0	-1.0	3
106	0.0	-1.0	3
106	1.0	0.0	2
106	1.0	0.0	2
106	1.0	0.0	2
106	1.0	0.0	2
106	1.0	0.0	2
106	1.0	0.0	1
106	1.0	0.0	1
106	0.0	-1.0	1
106	1.0	0.0	1
106	1.0	0.0	1
106	1.0	0.0	2
106	0.0	-1.0	2
106	0.0	-1.0	2
106	0.0	-1.0	1
106	0.0	-1.0	3
106	0.0	-1.0	1
106	1.0	0.0	3
106	1.0	0.0	3
106	0.0	-1.0	3
106	0.0	-1.0	3
106	0.0	-1.0	2
106	0.0	-1.0	1
106	0.0	-1.0	1
106	1.0	0.0	3
106	0.0	-1.0	3
106	0.0	-1.0	1
106	0.0	-1.0	2
106	1.0	0.0	3
106	0.0	-1.0	3
106	0.0	-1.0	3
106	1.0	0.0	1
106	1.0	0.0	1
106	1.0	0.0	1
106	0.0	-1.0	1
106	1.0	0.0	1
106	1.0	0.0	2
106	0.0	-1.0	2
106	0.0	-1.0	2
106	0.0	-1.0	2
106	0.0	-1.0	1
106	1.0	0.0	1
106	0.0	-1.0	1
106	1.0	0.0	2
106	0.0	-1.0	2
106	0.0	-1.0	1
117	1.0	0.0	1
117	0.0	-1.0	3
117	0.0	-1.0	2
117	0.0	-1.0	1
117	0.0	-1.0	3
117	1.0	0.0	1
117	1.0	0.0	1
117	0.0	-1.0	1
117	0.0	-1.0	3
117	0.0	-1.0	2
117	0.0	-1.0	1
117	0.0	-1.0	3
117	0.0	-1.0	2
117	0.0	-1.0	1
117	1.0	0.0	3
117	1.0	0.0	3
117	0.0	-1.0	3
117	1.0	0.0	1
117	0.0	-1.0	1
117	0.0	-1.0	1
117	0.0	-1.0	1
117	0.0	-1.0	1
117	1.0	0.0	1
117	0.0	-1.0	1
117	0.0	-1.0	2
117	0.0	-1.0	3
117	0.0	-1.0	3
117	1.0	0.0	3
117	0.0	-1.0	1
117	0.0	-1.0	2
117	0.0	-1.0	3
117	0.0	-1.0	1
117	0.0	-1.0	1
117	0.0	-1.0	2
117	0.0	-1.0	3
117	0.0	-1.0	1
117	0.0	-1.0	1
117	0.0	-1.0	3
117	0.0	-1.0	2
117	0.0	-1.0	1
117	1.0	0.0	3
